# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	969518	970627	-	WP_125971803.1	WP_125971803.1		ABC transporter ATP-binding protein			EJO50_RS04320	1110	369	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	970644	971573	-							EJO50_RS04325	930		old_locus_tag=EJO50_04325
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	970644	971573	-	WP_125971805.1	WP_125971805.1		branched-chain amino acid ABC transporter permease			EJO50_RS04325	930	309	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	972043	975021	-							EJO50_RS04330	2979		old_locus_tag=EJO50_04330
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	972043	975021	-	WP_125971807.1	WP_125971807.1		Rne/Rng family ribonuclease			EJO50_RS04330	2979	992	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	975801	976757	+							EJO50_RS04335	957		old_locus_tag=EJO50_04335
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	975801	976757	+	WP_125971809.1	WP_125971809.1		RluA family pseudouridine synthase			EJO50_RS04335	957	318	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	976750	977406	+							EJO50_RS04340	657		old_locus_tag=EJO50_04340
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	976750	977406	+	WP_125971811.1	WP_125971811.1		HAD-IA family hydrolase			EJO50_RS04340	657	218	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	977399	977755	+							EJO50_RS04345	357		old_locus_tag=EJO50_04345
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	977399	977755	+	WP_125971813.1	WP_125971813.1		Rieske 2Fe-2S domain-containing protein			EJO50_RS04345	357	118	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	977748	978680	+							EJO50_RS04350	933		old_locus_tag=EJO50_04350
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	977748	978680	+	WP_125971815.1	WP_125971815.1		S49 family peptidase			EJO50_RS04350	933	310	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	978740	979546	+					motD		EJO50_RS04355	807		old_locus_tag=EJO50_04355
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	978740	979546	+	WP_125971816.1	WP_125971816.1		flagellar motor protein MotD	motD		EJO50_RS04355	807	268	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	979570	981174	-							EJO50_RS04360	1605		old_locus_tag=EJO50_04360
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	979570	981174	-	WP_164521427.1	WP_164521427.1		STAS domain-containing protein			EJO50_RS04360	1605	534	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	981255	981671	-							EJO50_RS04365	417		old_locus_tag=EJO50_04365
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	981255	981671	-	WP_125971820.1	WP_125971820.1		YeeE/YedE family protein			EJO50_RS04365	417	138	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	981680	982105	-							EJO50_RS04370	426		old_locus_tag=EJO50_04370
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	981680	982105	-	WP_206434449.1	WP_206434449.1		YeeE/YedE family protein			EJO50_RS04370	426	141	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	982095	982427	-							EJO50_RS04375	333		old_locus_tag=EJO50_04375
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	982095	982427	-	WP_125971822.1	WP_125971822.1		metalloregulator ArsR/SmtB family transcription factor			EJO50_RS04375	333	110	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	982511	983377	+							EJO50_RS04380	867		old_locus_tag=EJO50_04380
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	982511	983377	+	WP_125971824.1	WP_125971824.1		MBL fold metallo-hydrolase			EJO50_RS04380	867	288	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	983408	984343	+							EJO50_RS04385	936		old_locus_tag=EJO50_04385
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	983408	984343	+	WP_125971826.1	WP_125971826.1		DUF808 domain-containing protein			EJO50_RS04385	936	311	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	985224	986402	+							EJO50_RS04390	1179		old_locus_tag=EJO50_04390
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	985224	986402	+	WP_125971828.1	WP_125971828.1		cell division protein FtsZ			EJO50_RS04390	1179	392	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	986645	989044	+					ligA		EJO50_RS04395	2400		old_locus_tag=EJO50_04395
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	986645	989044	+	WP_125971830.1	WP_125971830.1		NAD-dependent DNA ligase LigA	ligA		EJO50_RS04395	2400	799	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	989315	990187	+					galU		EJO50_RS04400	873		old_locus_tag=EJO50_04400
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	989315	990187	+	WP_233702217.1	WP_233702217.1		UTP--glucose-1-phosphate uridylyltransferase GalU	galU		EJO50_RS04400	873	290	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	990527	992863	+							EJO50_RS04405	2337		old_locus_tag=EJO50_04405
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	990527	992863	+	WP_125971834.1	WP_125971834.1		glycosyltransferase			EJO50_RS04405	2337	778	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	992876	993868	+							EJO50_RS04410	993		old_locus_tag=EJO50_04410
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	992876	993868	+	WP_125971836.1	WP_125971836.1		NAD-dependent epimerase/dehydratase family protein			EJO50_RS04410	993	330	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	993873	994961	+							EJO50_RS04415	1089		old_locus_tag=EJO50_04415
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	993873	994961	+	WP_125971838.1	WP_125971838.1		DegT/DnrJ/EryC1/StrS family aminotransferase			EJO50_RS04415	1089	362	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	995026	1002798	+							EJO50_RS04420	7773		old_locus_tag=EJO50_04420
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	995026	1002798	+	WP_125971840.1	WP_125971840.1		FkbM family methyltransferase			EJO50_RS04420	7773	2590	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1002932	1004563	+							EJO50_RS04425	1632		old_locus_tag=EJO50_04425
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1002932	1004563	+	WP_125971841.1	WP_125971841.1		flagellin			EJO50_RS04425	1632	543	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1004638	1005021	+							EJO50_RS04430	384		old_locus_tag=EJO50_04430
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1004638	1005021	+	WP_125971844.1	WP_125971844.1		flagellar protein FlaG			EJO50_RS04430	384	127	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1005066	1007492	+					fliD		EJO50_RS04435	2427		old_locus_tag=EJO50_04435
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1005066	1007492	+	WP_125971846.1	WP_125971846.1		flagellar filament capping protein FliD	fliD		EJO50_RS04435	2427	808	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1007541	1008002	+					fliS		EJO50_RS04440	462		old_locus_tag=EJO50_04440
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1007541	1008002	+	WP_125971848.1	WP_125971848.1		flagellar export chaperone FliS	fliS		EJO50_RS04440	462	153	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1007989	1008306	+							EJO50_RS04445	318		old_locus_tag=EJO50_04445
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1007989	1008306	+	WP_125971850.1	WP_125971850.1		flagellar protein FliT			EJO50_RS04445	318	105	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1008342	1008734	+							EJO50_RS04450	393		old_locus_tag=EJO50_04450
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1008342	1008734	+	WP_125971852.1	WP_125971852.1		DUF2802 domain-containing protein			EJO50_RS04450	393	130	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1008737	1009792	+							EJO50_RS04455	1056		old_locus_tag=EJO50_04455
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1008737	1009792	+	WP_164521428.1	WP_164521428.1		flagellar hook-length control protein FliK			EJO50_RS04455	1056	351	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1009782	1010111	+							EJO50_RS04460	330		old_locus_tag=EJO50_04460
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1009782	1010111	+	WP_125971856.1	WP_125971856.1		EscU/YscU/HrcU family type III secretion system export apparatus switch protein			EJO50_RS04460	330	109	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1010116	1011249	+							EJO50_RS04465	1134		old_locus_tag=EJO50_04465
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1010116	1011249	+	WP_125971858.1	WP_125971858.1		MFS transporter			EJO50_RS04465	1134	377	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1011297	1012655	-							EJO50_RS04470	1359		old_locus_tag=EJO50_04470
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1011297	1012655	-	WP_125971860.1	WP_125971860.1		sodium-dependent transporter			EJO50_RS04470	1359	452	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1012794	1013672	+					cysM		EJO50_RS04475	879		old_locus_tag=EJO50_04475
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1012794	1013672	+	WP_125971862.1	WP_125971862.1		cysteine synthase CysM	cysM		EJO50_RS04475	879	292	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1013931	1014800	+							EJO50_RS04480	870		old_locus_tag=EJO50_04480
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1013931	1014800	+	WP_125971864.1	WP_125971864.1		PHP domain-containing protein			EJO50_RS04480	870	289	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1014804	1015427	+							EJO50_RS04485	624		old_locus_tag=EJO50_04485
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1014804	1015427	+	WP_125971866.1	WP_125971866.1		threonylcarbamoyl-AMP synthase			EJO50_RS04485	624	207	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1015474	1016115	+							EJO50_RS04490	642		old_locus_tag=EJO50_04490
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1015474	1016115	+	WP_125971868.1	WP_125971868.1		site-2 protease family protein			EJO50_RS04490	642	213	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1016186	1017388	+							EJO50_RS04495	1203		old_locus_tag=EJO50_04495
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1016186	1017388	+	WP_125971869.1	WP_125971869.1		tryptophan--tRNA ligase			EJO50_RS04495	1203	400	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1017423	1017767	+							EJO50_RS04500	345		old_locus_tag=EJO50_04500
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1017423	1017767	+	WP_125971871.1	WP_125971871.1		hypothetical protein			EJO50_RS04500	345	114	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1017806	1018096	-							EJO50_RS04505	291		old_locus_tag=EJO50_04505
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1017806	1018096	-	WP_125971873.1	WP_125971873.1		GIY-YIG nuclease family protein			EJO50_RS04505	291	96	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1018102	1018851	+							EJO50_RS04510	750		old_locus_tag=EJO50_04510
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1018102	1018851	+	WP_125971875.1	WP_125971875.1		fused MFS/spermidine synthase			EJO50_RS04510	750	249	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1018921	1019148	+							EJO50_RS04515	228		old_locus_tag=EJO50_04515
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1018921	1019148	+	WP_125971877.1	WP_125971877.1		RNA-binding S4 domain-containing protein			EJO50_RS04515	228	75	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1019155	1019628	+							EJO50_RS04520	474		old_locus_tag=EJO50_04520
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1019155	1019628	+	WP_125971879.1	WP_125971879.1		WbuC family cupin fold metalloprotein			EJO50_RS04520	474	157	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1019731	1020426	-							EJO50_RS04525	696		old_locus_tag=EJO50_04525
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1019731	1020426	-	WP_125971881.1	WP_125971881.1		crotonase/enoyl-CoA hydratase family protein			EJO50_RS04525	696	231	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1021213	1023714	+							EJO50_RS04530	2502		old_locus_tag=EJO50_04530
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1021213	1023714	+	WP_125971883.1	WP_125971883.1		TonB-dependent receptor			EJO50_RS04530	2502	833	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1024076	1024729	+							EJO50_RS04535	654		old_locus_tag=EJO50_04535
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1024076	1024729	+	WP_125971885.1	WP_125971885.1		hypothetical protein			EJO50_RS04535	654	217	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1024765	1025502	+							EJO50_RS04540	738		old_locus_tag=EJO50_04540
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1024765	1025502	+	WP_206434450.1	WP_206434450.1		MotA/TolQ/ExbB proton channel family protein			EJO50_RS04540	738	245	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1025508	1025942	+							EJO50_RS04545	435		old_locus_tag=EJO50_04545
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1025508	1025942	+	WP_125971887.1	WP_125971887.1		biopolymer transporter ExbD			EJO50_RS04545	435	144	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1026035	1026454	+							EJO50_RS04550	420		old_locus_tag=EJO50_04550
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1026035	1026454	+	WP_125971889.1	WP_125971889.1		biopolymer transporter ExbD			EJO50_RS04550	420	139	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1026593	1028590	+							EJO50_RS04555	1998		old_locus_tag=EJO50_04555
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1026593	1028590	+	WP_125971891.1	WP_125971891.1		Zn-dependent oligopeptidase			EJO50_RS04555	1998	665	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1028674	1030446	+							EJO50_RS04560	1773		old_locus_tag=EJO50_04560
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1028674	1030446	+	WP_125971893.1	WP_125971893.1		ABC transporter substrate-binding protein			EJO50_RS04560	1773	590	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1030484	1031422	+							EJO50_RS04565	939		old_locus_tag=EJO50_04565
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1030484	1031422	+	WP_125971895.1	WP_125971895.1		ABC transporter permease			EJO50_RS04565	939	312	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1031438	1032496	+							EJO50_RS04570	1059		old_locus_tag=EJO50_04570
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1031438	1032496	+	WP_125971897.1	WP_125971897.1		ABC transporter permease			EJO50_RS04570	1059	352	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1032509	1034242	+							EJO50_RS04575	1734		old_locus_tag=EJO50_04575
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1032509	1034242	+	WP_125971899.1	WP_125971899.1		ABC transporter ATP-binding protein			EJO50_RS04575	1734	577	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1034419	1035306	+							EJO50_RS04580	888		old_locus_tag=EJO50_04580
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1034419	1035306	+	WP_125971901.1	WP_125971901.1		hypothetical protein			EJO50_RS04580	888	295	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1035495	1036796	-							EJO50_RS04585	1302		old_locus_tag=EJO50_04585
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1035495	1036796	-	WP_125971903.1	WP_125971903.1		DUF3396 domain-containing protein			EJO50_RS04585	1302	433	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1036809	1037852	-							EJO50_RS17255	1044		
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1036809	1037852	-	WP_206434451.1	WP_206434451.1		hypothetical protein			EJO50_RS17255	1044	347	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1037854	1040724	-							EJO50_RS04595	2871		old_locus_tag=EJO50_04595
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1037854	1040724	-	WP_125971905.1	WP_125971905.1		type VI secretion system tip protein VgrG			EJO50_RS04595	2871	956	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1040812	1041072	-							EJO50_RS17130	261		
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1040812	1041072	-	WP_164521429.1	WP_164521429.1		hypothetical protein			EJO50_RS17130	261	86	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1041071	1041475	+							EJO50_RS04600	405		old_locus_tag=EJO50_04600
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1041071	1041475	+	WP_164521430.1	WP_164521430.1		cytochrome c			EJO50_RS04600	405	134	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1041472	1042620	-							EJO50_RS04605	1149		old_locus_tag=EJO50_04605
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1041472	1042620	-	WP_125971914.1	WP_125971914.1		GNAT family N-acetyltransferase			EJO50_RS04605	1149	382	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1042778	1043830	+							EJO50_RS04610	1053		old_locus_tag=EJO50_04610
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	1042778	1043830	+	WP_125971916.1	WP_125971916.1		oxidoreductase			EJO50_RS04610	1053	350	
